species,move,level
Cubchoo,Sleep Talk,0
Cubchoo,Strength,0
Cubchoo,Strength Sap,0
Cubchoo,Substitute,0
Cubchoo,Surf,0
Cubchoo,Swagger,0
Cubchoo,Swagger [SM],0
Cubchoo,Thrash,53
Cubchoo,Toxic,0
Cubchoo,Toxic Spikes,0
Cubchoo,Toxic Threads,0
Cubone,Aerial Ace,0
Cubone,Attract,0
Cubone,Blizzard,0
Cubone,Bone Club,7
Cubone,Bone Rush,37
Cubone,Bonemerang,21
Cubone,Brick Break,0
Cubone,Bulldoze,0
Cubone,Confide,0
Cubone,Dig,0
Cubone,Double Team,0
Cubone,Double-Edge,43
Cubone,Earthquake,0
Cubone,Echoed Voice,0
Cubone,Endeavor,41
Cubone,Facade,0
Cubone,False Swipe,0
Cubone,Fire Blast,0
Cubone,Flamethrower,0
Cubone,Fling,0
Cubone,Focus Energy,17
Cubone,Frustration,0
Cubone,Growl,1
Cubone,Headbutt,11
Cubone,Hidden Power,0
Cubone,Hidden Power Bug,0
Cubone,Hidden Power Dark,0
Cubone,Hidden Power Dragon,0
Cubone,Hidden Power Electric,0
Cubone,Hidden Power Fairy,0
Cubone,Hidden Power Fighting,0
Cubone,Hidden Power Fire,0
Cubone,Hidden Power Flying,0
Cubone,Hidden Power Ghost,0
Cubone,Hidden Power Grass,0
Cubone,Hidden Power Ground,0
Cubone,Hidden Power Ice,0
Cubone,Hidden Power Poison,0
Cubone,Hidden Power Psychic,0
Cubone,Hidden Power Rock,0
Cubone,Hidden Power Steel,0
Cubone,Hidden Power Water,0
Cubone,Ice Beam,0
Cubone,Incinerate,0
Cubone,Leer,13
Cubone,Power-Up Punch,0
Cubone,Protect,0
Cubone,Rage,23
Cubone,Rage Powder,23
Cubone,Rest,0
Cubone,Retaliate,0
Cubone,Return,0
Cubone,Rock Slide,0
Cubone,Rock Smash,0
Cubone,Rock Tomb,0
Cubone,Round,0
Cubone,Sandstorm,0
Cubone,Sleep Talk,0
Cubone,Smack Down,0
Cubone,Strength,0
Cubone,Strength Sap,0
Cubone,Substitute,0
Cubone,Sunny Day,0
Cubone,Swagger,0
Cubone,Swagger [SM],0
Cubone,Swords Dance,0
Cubone,Tail Whip,3
Cubone,Thief,0
Cubone,Thrash,31
Cubone,Toxic,0
Cubone,Toxic Spikes,0
Cubone,Toxic Threads,0
Cyndaquil,Aerial Ace,0
Cyndaquil,Attract,0
Cyndaquil,Cut,0
Cyndaquil,Defense Curl,22
Cyndaquil,Dig,0
Cyndaquil,Double Team,0
Cyndaquil,Double-Edge,55
Cyndaquil,Ember,10
Cyndaquil,Eruption,58
Cyndaquil,Facade,0
Cyndaquil,Fire Blast,0
Cyndaquil,Flame Charge,0
Cyndaquil,Flame Wheel,19
Cyndaquil,Flamethrower,0
Cyndaquil,Frustration,0
Cyndaquil,Hidden Power,0
Cyndaquil,Hidden Power Bug,0
Cyndaquil,Hidden Power Dark,0
Cyndaquil,Hidden Power Dragon,0
Cyndaquil,Hidden Power Electric,0
Cyndaquil,Hidden Power Fairy,0
Cyndaquil,Hidden Power Fighting,0
Cyndaquil,Hidden Power Fire,0
Cyndaquil,Hidden Power Flying,0
Cyndaquil,Hidden Power Ghost,0
Cyndaquil,Hidden Power Grass,0
Cyndaquil,Hidden Power Ground,0
Cyndaquil,Hidden Power Ice,0
Cyndaquil,Hidden Power Poison,0
Cyndaquil,Hidden Power Psychic,0
Cyndaquil,Hidden Power Rock,0
Cyndaquil,Hidden Power Steel,0
Cyndaquil,Hidden Power Water,0
Cyndaquil,Incinerate,0
Cyndaquil,Inferno,46
Cyndaquil,Lava Plume,37
Cyndaquil,Leer,1
Cyndaquil,Nature Power,0
Cyndaquil,Overheat,0
Cyndaquil,Protect,0
Cyndaquil,Quick Attack,13
Cyndaquil,Rest,0
Cyndaquil,Return,0
Cyndaquil,Rollout,49
Cyndaquil,Round,0
Cyndaquil,Sleep Talk,0
Cyndaquil,Smokescreen,6
Cyndaquil,Substitute,0
Cyndaquil,Sunny Day,0
Cyndaquil,Swagger,0
Cyndaquil,Swagger [SM],0
Cyndaquil,Swift,31
Cyndaquil,Tackle,1
Cyndaquil,Tackle [SM],1
Cyndaquil,Toxic,0
Cyndaquil,Toxic Spikes,0
Cyndaquil,Toxic Threads,0
Cyndaquil,Wild Charge,0
Cyndaquil,Will-O-Wisp,0
Darkrai,Aerial Ace,0
Darkrai,Blizzard,0
Darkrai,Brick Break,0
Darkrai,Calm Mind,0
Darkrai,Charge Beam,0
Darkrai,Confide,0
Darkrai,Cut,0
Darkrai,Dark Pulse,0
Darkrai,Dark Void,66
Darkrai,Dark Void [SM],66
Darkrai,Disable,1
Darkrai,Double Team,0
Darkrai,Dream Eater,0
Darkrai,Embargo,0
Darkrai,Facade,0
Darkrai,Feint Attack,29
Darkrai,Flash,0
Darkrai,Flash Cannon,0
Darkrai,Fling,0
Darkrai,Focus Blast,0
Darkrai,Frustration,0
Darkrai,Giga Impact,0
Darkrai,Haze,57
Darkrai,Hidden Power,0
Darkrai,Hidden Power Bug,0
Darkrai,Hidden Power Dark,0
Darkrai,Hidden Power Dragon,0
Darkrai,Hidden Power Electric,0
Darkrai,Hidden Power Fairy,0
Darkrai,Hidden Power Fighting,0
Darkrai,Hidden Power Fire,0
Darkrai,Hidden Power Flying,0
Darkrai,Hidden Power Ghost,0
Darkrai,Hidden Power Grass,0
Darkrai,Hidden Power Ground,0
Darkrai,Hidden Power Ice,0
Darkrai,Hidden Power Poison,0
Darkrai,Hidden Power Psychic,0
Darkrai,Hidden Power Rock,0
Darkrai,Hidden Power Steel,0
Darkrai,Hidden Power Water,0
Darkrai,Hyper Beam,0
Darkrai,Hypnosis,20
Darkrai,Ice Beam,0
Darkrai,Incinerate,0
Darkrai,Nasty Plot,75
Darkrai,Night Shade,1
Darkrai,Nightmare,38
Darkrai,Ominous Wind,1
Darkrai,Payback,0
Darkrai,Poison Jab,0
Darkrai,Power-Up Punch,0
Darkrai,Protect,0
Darkrai,Psych Up,0
Darkrai,Psychic,0
Darkrai,Psychic Fangs,0
Darkrai,Psychic Terrain,0
Darkrai,Pursuit,29
Darkrai,Quick Attack,11
Darkrai,Rain Dance,0
Darkrai,Rest,0
Darkrai,Retaliate,0
Darkrai,Return,0
Darkrai,Rock Slide,0
Darkrai,Rock Smash,0
Darkrai,Rock Tomb,0
Darkrai,Round,0
Darkrai,Shadow Ball,0
Darkrai,Shadow Claw,0
Darkrai,Sleep Talk,0
Darkrai,Sludge Bomb,0
Darkrai,Snarl,0
Darkrai,Strength,0
Darkrai,Strength Sap,0
Darkrai,Substitute,0
Darkrai,Sunny Day,0
Darkrai,Swagger,0
Darkrai,Swagger [SM],0
Darkrai,Swords Dance,0
Darkrai,Taunt,0
Darkrai,Thief,0
Darkrai,Thunder,0
Darkrai,Thunder Cage,0
Darkrai,Thunder Fang,0
Darkrai,Thunder Punch,0
Darkrai,Thunder Shock,0
Darkrai,Thunder Wave,0
Darkrai,Thunder Wave [SM],0
Darkrai,Thunderbolt,0
Darkrai,Thunderous Kick,0
Darkrai,Torment,0
Darkrai,Toxic,0
Darkrai,Toxic Spikes,0
Darkrai,Toxic Threads,0
Darkrai,Will-O-Wisp,0
Darkrai,X-Scissor,0
Darmanitan Galar,Attract,0
Darmanitan Galar,Belly Drum,30
Darmanitan Galar,Brick Break,0
Darmanitan Galar,Bulk Up,0
Darmanitan Galar,Bulldoze,0
Darmanitan Galar,Confide,0
Darmanitan Galar,Dig,0
Darmanitan Galar,Double Team,0
Darmanitan Galar,Earthquake,0
Darmanitan Galar,Facade,0
Darmanitan Galar,Fire Blast,0
Darmanitan Galar,Fire Fang,11
Darmanitan Galar,Fire Punch,22
Darmanitan Galar,Flame Charge,0
Darmanitan Galar,Flamethrower,0
Darmanitan Galar,Flare Blitz,33
Darmanitan Galar,Fling,0
Darmanitan Galar,Focus Blast,0
Darmanitan Galar,Frustration,0
Darmanitan Galar,Giga Impact,0
Darmanitan Galar,Grass Knot,0
Darmanitan Galar,Gyro Ball,0
Darmanitan Galar,Hammer Arm,35
Darmanitan Galar,Headbutt,14
Darmanitan Galar,Hidden Power,0
Darmanitan Galar,Hidden Power Bug,0
Darmanitan Galar,Hidden Power Dark,0
Darmanitan Galar,Hidden Power Dragon,0
Darmanitan Galar,Hidden Power Electric,0
Darmanitan Galar,Hidden Power Fairy,0
Darmanitan Galar,Hidden Power Fighting,0
Darmanitan Galar,Hidden Power Fire,0
Darmanitan Galar,Hidden Power Flying,0
Darmanitan Galar,Hidden Power Ghost,0
Darmanitan Galar,Hidden Power Grass,0
Darmanitan Galar,Hidden Power Ground,0
Darmanitan Galar,Hidden Power Ice,0
Darmanitan Galar,Hidden Power Poison,0
Darmanitan Galar,Hidden Power Psychic,0
Darmanitan Galar,Hidden Power Rock,0
Darmanitan Galar,Hidden Power Steel,0
Darmanitan Galar,Hidden Power Water,0
Darmanitan Galar,Hyper Beam,0
Darmanitan Galar,Incinerate,0
Darmanitan Galar,Overheat,0
Darmanitan Galar,Payback,0
Darmanitan Galar,Power-Up Punch,0
Darmanitan Galar,Protect,0
Darmanitan Galar,Psychic,0
Darmanitan Galar,Psychic Fangs,0
Darmanitan Galar,Psychic Terrain,0
Darmanitan Galar,Rage,9
Darmanitan Galar,Rage Powder,9
Darmanitan Galar,Rest,0
Darmanitan Galar,Return,0
Darmanitan Galar,Roar,0
Darmanitan Galar,Roar of Time,0
Darmanitan Galar,Rock Slide,0
Darmanitan Galar,Rock Smash,0
Darmanitan Galar,Rock Tomb,0
Darmanitan Galar,Rollout,3
Darmanitan Galar,Round,0
Darmanitan Galar,Sleep Talk,0
Darmanitan Galar,Smack Down,0
Darmanitan Galar,Solar Beam,0
Darmanitan Galar,Stone Edge,0
Darmanitan Galar,Strength,0
Darmanitan Galar,Strength Sap,0
Darmanitan Galar,Substitute,0
Darmanitan Galar,Sunny Day,0
Darmanitan Galar,Superpower,47
Darmanitan Galar,Swagger,0
Darmanitan Galar,Swagger [SM],0
Darmanitan Galar,Taunt,0
Darmanitan Galar,Thief,0
Darmanitan Galar,Thrash,27
Darmanitan Galar,Torment,0
Darmanitan Galar,Toxic,0
Darmanitan Galar,Toxic Spikes,0
Darmanitan Galar,Toxic Threads,0
Darmanitan Galar,U-Turn,0
Darmanitan Galar,Will-O-Wisp,0
Darmanitan Galar,Work Up,25
Darmanitan Standard,Attract,0
Darmanitan Standard,Belly Drum,30
Darmanitan Standard,Brick Break,0
Darmanitan Standard,Bulk Up,0
Darmanitan Standard,Bulldoze,0
Darmanitan Standard,Confide,0
Darmanitan Standard,Dig,0
Darmanitan Standard,Double Team,0
Darmanitan Standard,Earthquake,0
Darmanitan Standard,Facade,0
Darmanitan Standard,Fire Blast,0
Darmanitan Standard,Fire Fang,11
Darmanitan Standard,Fire Punch,22
Darmanitan Standard,Flame Charge,0
Darmanitan Standard,Flamethrower,0
Darmanitan Standard,Flare Blitz,33
Darmanitan Standard,Fling,0
Darmanitan Standard,Focus Blast,0
Darmanitan Standard,Frustration,0
Darmanitan Standard,Giga Impact,0
Darmanitan Standard,Grass Knot,0
Darmanitan Standard,Gyro Ball,0
Darmanitan Standard,Hammer Arm,35
Darmanitan Standard,Headbutt,14
Darmanitan Standard,Hidden Power,0
Darmanitan Standard,Hidden Power Bug,0
Darmanitan Standard,Hidden Power Dark,0
Darmanitan Standard,Hidden Power Dragon,0
Darmanitan Standard,Hidden Power Electric,0
Darmanitan Standard,Hidden Power Fairy,0
Darmanitan Standard,Hidden Power Fighting,0
Darmanitan Standard,Hidden Power Fire,0
Darmanitan Standard,Hidden Power Flying,0
Darmanitan Standard,Hidden Power Ghost,0
Darmanitan Standard,Hidden Power Grass,0
Darmanitan Standard,Hidden Power Ground,0
Darmanitan Standard,Hidden Power Ice,0
Darmanitan Standard,Hidden Power Poison,0
Darmanitan Standard,Hidden Power Psychic,0
Darmanitan Standard,Hidden Power Rock,0
Darmanitan Standard,Hidden Power Steel,0
Darmanitan Standard,Hidden Power Water,0
Darmanitan Standard,Hyper Beam,0
Darmanitan Standard,Incinerate,0
Darmanitan Standard,Overheat,0
Darmanitan Standard,Payback,0
Darmanitan Standard,Power-Up Punch,0
Darmanitan Standard,Protect,0
Darmanitan Standard,Psychic,0
Darmanitan Standard,Psychic Fangs,0
Darmanitan Standard,Psychic Terrain,0
Darmanitan Standard,Rage,9
Darmanitan Standard,Rage Powder,9
Darmanitan Standard,Rest,0
Darmanitan Standard,Return,0
Darmanitan Standard,Roar,0
Darmanitan Standard,Roar of Time,0
Darmanitan Standard,Rock Slide,0
Darmanitan Standard,Rock Smash,0
Darmanitan Standard,Rock Tomb,0
Darmanitan Standard,Rollout,3
Darmanitan Standard,Round,0
Darmanitan Standard,Sleep Talk,0
Darmanitan Standard,Smack Down,0
Darmanitan Standard,Solar Beam,0
Darmanitan Standard,Stone Edge,0
Darmanitan Standard,Strength,0
Darmanitan Standard,Strength Sap,0
Darmanitan Standard,Substitute,0
Darmanitan Standard,Sunny Day,0
Darmanitan Standard,Superpower,47
Darmanitan Standard,Swagger,0
Darmanitan Standard,Swagger [SM],0
Darmanitan Standard,Taunt,0
Darmanitan Standard,Thief,0
Darmanitan Standard,Thrash,27
Darmanitan Standard,Torment,0
Darmanitan Standard,Toxic,0
Darmanitan Standard,Toxic Spikes,0
Darmanitan Standard,Toxic Threads,0
Darmanitan Standard,U-Turn,0
Darmanitan Standard,Will-O-Wisp,0
Darmanitan Standard,Work Up,25
"Darmanitan Standard, Galar",Attract,0
"Darmanitan Standard, Galar",Belly Drum,30
"Darmanitan Standard, Galar",Brick Break,0
"Darmanitan Standard, Galar",Bulk Up,0
"Darmanitan Standard, Galar",Bulldoze,0
"Darmanitan Standard, Galar",Confide,0
"Darmanitan Standard, Galar",Dig,0
"Darmanitan Standard, Galar",Double Team,0
"Darmanitan Standard, Galar",Earthquake,0
"Darmanitan Standard, Galar",Facade,0
"Darmanitan Standard, Galar",Fire Blast,0
"Darmanitan Standard, Galar",Fire Fang,11
"Darmanitan Standard, Galar",Fire Punch,22
"Darmanitan Standard, Galar",Flame Charge,0
"Darmanitan Standard, Galar",Flamethrower,0
"Darmanitan Standard, Galar",Flare Blitz,33
"Darmanitan Standard, Galar",Fling,0
"Darmanitan Standard, Galar",Focus Blast,0
"Darmanitan Standard, Galar",Frustration,0
"Darmanitan Standard, Galar",Giga Impact,0
"Darmanitan Standard, Galar",Grass Knot,0
"Darmanitan Standard, Galar",Gyro Ball,0
"Darmanitan Standard, Galar",Hammer Arm,35
"Darmanitan Standard, Galar",Headbutt,14
"Darmanitan Standard, Galar",Hidden Power,0
"Darmanitan Standard, Galar",Hidden Power Bug,0
"Darmanitan Standard, Galar",Hidden Power Dark,0
"Darmanitan Standard, Galar",Hidden Power Dragon,0
"Darmanitan Standard, Galar",Hidden Power Electric,0
"Darmanitan Standard, Galar",Hidden Power Fairy,0
"Darmanitan Standard, Galar",Hidden Power Fighting,0
"Darmanitan Standard, Galar",Hidden Power Fire,0
"Darmanitan Standard, Galar",Hidden Power Flying,0
"Darmanitan Standard, Galar",Hidden Power Ghost,0
"Darmanitan Standard, Galar",Hidden Power Grass,0
"Darmanitan Standard, Galar",Hidden Power Ground,0
"Darmanitan Standard, Galar",Hidden Power Ice,0
"Darmanitan Standard, Galar",Hidden Power Poison,0
"Darmanitan Standard, Galar",Hidden Power Psychic,0
"Darmanitan Standard, Galar",Hidden Power Rock,0
"Darmanitan Standard, Galar",Hidden Power Steel,0
"Darmanitan Standard, Galar",Hidden Power Water,0
"Darmanitan Standard, Galar",Hyper Beam,0
"Darmanitan Standard, Galar",Incinerate,0
"Darmanitan Standard, Galar",Overheat,0
"Darmanitan Standard, Galar",Payback,0
"Darmanitan Standard, Galar",Power-Up Punch,0
"Darmanitan Standard, Galar",Protect,0
"Darmanitan Standard, Galar",Psychic,0
"Darmanitan Standard, Galar",Psychic Fangs,0
"Darmanitan Standard, Galar",Psychic Terrain,0
"Darmanitan Standard, Galar",Rage,9
"Darmanitan Standard, Galar",Rage Powder,9
"Darmanitan Standard, Galar",Rest,0
"Darmanitan Standard, Galar",Return,0
"Darmanitan Standard, Galar",Roar,0
"Darmanitan Standard, Galar",Roar of Time,0
"Darmanitan Standard, Galar",Rock Slide,0
"Darmanitan Standard, Galar",Rock Smash,0
"Darmanitan Standard, Galar",Rock Tomb,0
"Darmanitan Standard, Galar",Rollout,3
"Darmanitan Standard, Galar",Round,0
"Darmanitan Standard, Galar",Sleep Talk,0
"Darmanitan Standard, Galar",Smack Down,0
"Darmanitan Standard, Galar",Solar Beam,0
"Darmanitan Standard, Galar",Stone Edge,0
"Darmanitan Standard, Galar",Strength,0
"Darmanitan Standard, Galar",Strength Sap,0
"Darmanitan Standard, Galar",Substitute,0
"Darmanitan Standard, Galar",Sunny Day,0
"Darmanitan Standard, Galar",Superpower,47
"Darmanitan Standard, Galar",Swagger,0
"Darmanitan Standard, Galar",Swagger [SM],0
"Darmanitan Standard, Galar",Taunt,0
"Darmanitan Standard, Galar",Thief,0
"Darmanitan Standard, Galar",Thrash,27
"Darmanitan Standard, Galar",Torment,0
"Darmanitan Standard, Galar",Toxic,0
"Darmanitan Standard, Galar",Toxic Spikes,0
"Darmanitan Standard, Galar",Toxic Threads,0
"Darmanitan Standard, Galar",U-Turn,0
"Darmanitan Standard, Galar",Will-O-Wisp,0
"Darmanitan Standard, Galar",Work Up,25
Darmanitan Zen,Attract,0
Darmanitan Zen,Belly Drum,30
Darmanitan Zen,Brick Break,0
Darmanitan Zen,Bulk Up,0
Darmanitan Zen,Bulldoze,0
Darmanitan Zen,Confide,0
Darmanitan Zen,Dig,0
Darmanitan Zen,Double Team,0
Darmanitan Zen,Earthquake,0
Darmanitan Zen,Facade,0
Darmanitan Zen,Fire Blast,0
Darmanitan Zen,Fire Fang,11
Darmanitan Zen,Fire Punch,22
Darmanitan Zen,Flame Charge,0
Darmanitan Zen,Flamethrower,0
Darmanitan Zen,Flare Blitz,33
Darmanitan Zen,Fling,0
Darmanitan Zen,Focus Blast,0
Darmanitan Zen,Frustration,0
Darmanitan Zen,Giga Impact,0
Darmanitan Zen,Grass Knot,0
Darmanitan Zen,Gyro Ball,0
Darmanitan Zen,Hammer Arm,35
Darmanitan Zen,Headbutt,14
Darmanitan Zen,Hidden Power,0
Darmanitan Zen,Hidden Power Bug,0
Darmanitan Zen,Hidden Power Dark,0
Darmanitan Zen,Hidden Power Dragon,0
Darmanitan Zen,Hidden Power Electric,0
Darmanitan Zen,Hidden Power Fairy,0
Darmanitan Zen,Hidden Power Fighting,0
Darmanitan Zen,Hidden Power Fire,0
Darmanitan Zen,Hidden Power Flying,0
Darmanitan Zen,Hidden Power Ghost,0
Darmanitan Zen,Hidden Power Grass,0
Darmanitan Zen,Hidden Power Ground,0
Darmanitan Zen,Hidden Power Ice,0
Darmanitan Zen,Hidden Power Poison,0
Darmanitan Zen,Hidden Power Psychic,0
Darmanitan Zen,Hidden Power Rock,0
Darmanitan Zen,Hidden Power Steel,0
Darmanitan Zen,Hidden Power Water,0
Darmanitan Zen,Hyper Beam,0
Darmanitan Zen,Incinerate,0
Darmanitan Zen,Overheat,0
Darmanitan Zen,Payback,0
Darmanitan Zen,Power-Up Punch,0
Darmanitan Zen,Protect,0
Darmanitan Zen,Psychic,0
Darmanitan Zen,Psychic Fangs,0
Darmanitan Zen,Psychic Terrain,0
Darmanitan Zen,Rage,9
Darmanitan Zen,Rage Powder,9
Darmanitan Zen,Rest,0
Darmanitan Zen,Return,0
Darmanitan Zen,Roar,0
Darmanitan Zen,Roar of Time,0
Darmanitan Zen,Rock Slide,0
Darmanitan Zen,Rock Smash,0
Darmanitan Zen,Rock Tomb,0
Darmanitan Zen,Rollout,3
Darmanitan Zen,Round,0
Darmanitan Zen,Sleep Talk,0
Darmanitan Zen,Smack Down,0
Darmanitan Zen,Solar Beam,0
Darmanitan Zen,Stone Edge,0
Darmanitan Zen,Strength,0
Darmanitan Zen,Strength Sap,0
Darmanitan Zen,Substitute,0
Darmanitan Zen,Sunny Day,0
Darmanitan Zen,Superpower,47
Darmanitan Zen,Swagger,0
Darmanitan Zen,Swagger [SM],0
Darmanitan Zen,Taunt,0
Darmanitan Zen,Thief,0
Darmanitan Zen,Thrash,27
Darmanitan Zen,Torment,0
Darmanitan Zen,Toxic,0
Darmanitan Zen,Toxic Spikes,0
Darmanitan Zen,Toxic Threads,0
Darmanitan Zen,U-Turn,0
Darmanitan Zen,Will-O-Wisp,0
Darmanitan Zen,Work Up,25
"Darmanitan Zen, Galar",Attract,0
"Darmanitan Zen, Galar",Belly Drum,30
"Darmanitan Zen, Galar",Brick Break,0
"Darmanitan Zen, Galar",Bulk Up,0
"Darmanitan Zen, Galar",Bulldoze,0
"Darmanitan Zen, Galar",Confide,0
"Darmanitan Zen, Galar",Dig,0
"Darmanitan Zen, Galar",Double Team,0
"Darmanitan Zen, Galar",Earthquake,0
"Darmanitan Zen, Galar",Facade,0
"Darmanitan Zen, Galar",Fire Blast,0
"Darmanitan Zen, Galar",Fire Fang,11
"Darmanitan Zen, Galar",Fire Punch,22
"Darmanitan Zen, Galar",Flame Charge,0
"Darmanitan Zen, Galar",Flamethrower,0
"Darmanitan Zen, Galar",Flare Blitz,33
"Darmanitan Zen, Galar",Fling,0
"Darmanitan Zen, Galar",Focus Blast,0
"Darmanitan Zen, Galar",Frustration,0
"Darmanitan Zen, Galar",Giga Impact,0
"Darmanitan Zen, Galar",Grass Knot,0
"Darmanitan Zen, Galar",Gyro Ball,0
"Darmanitan Zen, Galar",Hammer Arm,35
"Darmanitan Zen, Galar",Headbutt,14
"Darmanitan Zen, Galar",Hidden Power,0
"Darmanitan Zen, Galar",Hidden Power Bug,0
"Darmanitan Zen, Galar",Hidden Power Dark,0
"Darmanitan Zen, Galar",Hidden Power Dragon,0
"Darmanitan Zen, Galar",Hidden Power Electric,0
"Darmanitan Zen, Galar",Hidden Power Fairy,0
"Darmanitan Zen, Galar",Hidden Power Fighting,0
"Darmanitan Zen, Galar",Hidden Power Fire,0
"Darmanitan Zen, Galar",Hidden Power Flying,0
"Darmanitan Zen, Galar",Hidden Power Ghost,0
"Darmanitan Zen, Galar",Hidden Power Grass,0
"Darmanitan Zen, Galar",Hidden Power Ground,0
"Darmanitan Zen, Galar",Hidden Power Ice,0
"Darmanitan Zen, Galar",Hidden Power Poison,0
"Darmanitan Zen, Galar",Hidden Power Psychic,0
"Darmanitan Zen, Galar",Hidden Power Rock,0
"Darmanitan Zen, Galar",Hidden Power Steel,0
"Darmanitan Zen, Galar",Hidden Power Water,0
"Darmanitan Zen, Galar",Hyper Beam,0
"Darmanitan Zen, Galar",Incinerate,0
"Darmanitan Zen, Galar",Overheat,0
"Darmanitan Zen, Galar",Payback,0
"Darmanitan Zen, Galar",Power-Up Punch,0
"Darmanitan Zen, Galar",Protect,0
"Darmanitan Zen, Galar",Psychic,0
"Darmanitan Zen, Galar",Psychic Fangs,0
"Darmanitan Zen, Galar",Psychic Terrain,0
"Darmanitan Zen, Galar",Rage,9
"Darmanitan Zen, Galar",Rage Powder,9
"Darmanitan Zen, Galar",Rest,0
"Darmanitan Zen, Galar",Return,0
"Darmanitan Zen, Galar",Roar,0
"Darmanitan Zen, Galar",Roar of Time,0
"Darmanitan Zen, Galar",Rock Slide,0
"Darmanitan Zen, Galar",Rock Smash,0
"Darmanitan Zen, Galar",Rock Tomb,0
"Darmanitan Zen, Galar",Rollout,3
"Darmanitan Zen, Galar",Round,0
"Darmanitan Zen, Galar",Sleep Talk,0
"Darmanitan Zen, Galar",Smack Down,0
"Darmanitan Zen, Galar",Solar Beam,0
"Darmanitan Zen, Galar",Stone Edge,0
"Darmanitan Zen, Galar",Strength,0
"Darmanitan Zen, Galar",Strength Sap,0
"Darmanitan Zen, Galar",Substitute,0
"Darmanitan Zen, Galar",Sunny Day,0
"Darmanitan Zen, Galar",Superpower,47
"Darmanitan Zen, Galar",Swagger,0
"Darmanitan Zen, Galar",Swagger [SM],0
"Darmanitan Zen, Galar",Taunt,0
"Darmanitan Zen, Galar",Thief,0
"Darmanitan Zen, Galar",Thrash,27
"Darmanitan Zen, Galar",Torment,0
"Darmanitan Zen, Galar",Toxic,0
"Darmanitan Zen, Galar",Toxic Spikes,0
"Darmanitan Zen, Galar",Toxic Threads,0
"Darmanitan Zen, Galar",U-Turn,0
"Darmanitan Zen, Galar",Will-O-Wisp,0
"Darmanitan Zen, Galar",Work Up,25
Darumaka,Attract,0
Darumaka,Belly Drum,30
Darumaka,Brick Break,0
Darumaka,Confide,0
Darumaka,Dig,0
Darumaka,Double Team,0
Darumaka,Facade,0
Darumaka,Fire Blast,0
Darumaka,Fire Fang,11
Darumaka,Fire Punch,22
Darumaka,Flame Charge,0
Darumaka,Flamethrower,0
Darumaka,Flare Blitz,33
Darumaka,Fling,0
Darumaka,Frustration,0
Darumaka,Grass Knot,0
Darumaka,Gyro Ball,0
Darumaka,Headbutt,14
Darumaka,Hidden Power,0
Darumaka,Hidden Power Bug,0
Darumaka,Hidden Power Dark,0
Darumaka,Hidden Power Dragon,0
Darumaka,Hidden Power Electric,0
Darumaka,Hidden Power Fairy,0
Darumaka,Hidden Power Fighting,0
Darumaka,Hidden Power Fire,0
Darumaka,Hidden Power Flying,0
Darumaka,Hidden Power Ghost,0
Darumaka,Hidden Power Grass,0
Darumaka,Hidden Power Ground,0
Darumaka,Hidden Power Ice,0
Darumaka,Hidden Power Poison,0
Darumaka,Hidden Power Psychic,0
Darumaka,Hidden Power Rock,0
Darumaka,Hidden Power Steel,0
Darumaka,Hidden Power Water,0
Darumaka,Incinerate,0
Darumaka,Overheat,0
Darumaka,Power-Up Punch,0
Darumaka,Protect,0
Darumaka,Rage,9
Darumaka,Rage Powder,9
Darumaka,Rest,0
Darumaka,Return,0
Darumaka,Roar,0
Darumaka,Roar of Time,0
Darumaka,Rock Slide,0
Darumaka,Rock Smash,0
Darumaka,Rock Tomb,0
Darumaka,Rollout,3
Darumaka,Round,0
Darumaka,Sleep Talk,0
Darumaka,Solar Beam,0
Darumaka,Strength,0
Darumaka,Strength Sap,0
Darumaka,Substitute,0
Darumaka,Sunny Day,0
Darumaka,Superpower,39
Darumaka,Swagger,0
Darumaka,Swagger [SM],0
Darumaka,Tackle,1
Darumaka,Tackle [SM],1
Darumaka,Taunt,0
Darumaka,Thief,0
Darumaka,Thrash,27
Darumaka,Toxic,0
Darumaka,Toxic Spikes,0
Darumaka,Toxic Threads,0
Darumaka,U-Turn,0
Darumaka,Uproar,17
Darumaka,Will-O-Wisp,0
Darumaka,Work Up,25
Darumaka Galar,Attract,0
Darumaka Galar,Belly Drum,30
Darumaka Galar,Brick Break,0
Darumaka Galar,Confide,0
Darumaka Galar,Dig,0
Darumaka Galar,Double Team,0
Darumaka Galar,Facade,0
Darumaka Galar,Fire Blast,0
Darumaka Galar,Fire Fang,11
Darumaka Galar,Fire Punch,22
Darumaka Galar,Flame Charge,0
Darumaka Galar,Flamethrower,0
Darumaka Galar,Flare Blitz,33
Darumaka Galar,Fling,0
Darumaka Galar,Frustration,0
Darumaka Galar,Grass Knot,0
Darumaka Galar,Gyro Ball,0
Darumaka Galar,Headbutt,14
Darumaka Galar,Hidden Power,0
Darumaka Galar,Hidden Power Bug,0
Darumaka Galar,Hidden Power Dark,0
Darumaka Galar,Hidden Power Dragon,0
Darumaka Galar,Hidden Power Electric,0
Darumaka Galar,Hidden Power Fairy,0
Darumaka Galar,Hidden Power Fighting,0
Darumaka Galar,Hidden Power Fire,0
Darumaka Galar,Hidden Power Flying,0
Darumaka Galar,Hidden Power Ghost,0
Darumaka Galar,Hidden Power Grass,0
Darumaka Galar,Hidden Power Ground,0
